char_a,char_b,common_neighbors,ever_meet,first_meet_book
Crookshanks,Vincent Crabbe,9,False,
Crookshanks,Tom Riddle,9,False,
Gringotts Head Goblin,Salazar Slytherin,9,False,
Charles Weasley,Rolanda Hooch,9,False,
Gringotts Head Goblin,Seamus Finnigan,9,False,
Alicia Spinnet,Ginevra Weasley,9,True,5.0
Draco Malfoy,James Potter I,9,False,
Fang,Seamus Finnigan,9,False,
Filius Flitwick,Vernon Dursley,9,False,
Peeves,Vincent Crabbe,9,False,
Filius Flitwick,Lee Jordan,9,True,7.0
Fluffy,Sirius Black,9,False,
Peeves,Seamus Finnigan,9,False,
Filius Flitwick,Fluffy,9,False,
Arthur Weasley,Rowena Ravenclaw,9,False,
Sybill Trelawney,Vernon Dursley,8,False,
Gilderoy Lockhart,Hedwig,8,False,
Gringotts Head Goblin,Tom Riddle,8,False,
Cedric Diggory,Minerva McGonagall,8,True,4.0
Hedwig,Quirinus Quirrell,8,False,
Charles Weasley,Seamus Finnigan,8,False,
Remus Lupin,Rolanda Hooch,8,False,
Hedwig,Seamus Finnigan,8,False,
Gringotts Head Goblin,Sirius Black,8,False,
Hermione Granger,Peregrine Derrick,8,True,5.0
Dudley Dursley,Salazar Slytherin,8,False,
George Weasley,Myrtle Warren,8,False,
Quirinus Quirrell,Vernon Dursley,8,False,
Helga Hufflepuff,Vernon Dursley,8,False,
Charles Weasley,Remus Lupin,8,True,7.0
Sorting Hat,Sybill Trelawney,8,False,
Hermione Granger,Pansy Parkinson,8,True,4.0
Poppy Pomfrey,Rolanda Hooch,8,False,
Fang,Quirinus Quirrell,8,False,
Buckbeak,Ginevra Weasley,8,False,
Godric Gryffindor,James Potter I,8,True,7.0
George Weasley,Parvati Patil,8,False,
Alicia Spinnet,Gilderoy Lockhart,8,False,
Rolanda Hooch,Seamus Finnigan,8,False,
Dudley Dursley,Minerva McGonagall,8,False,
Fred Weasley,James Potter I,8,False,
Fat Lady,Helga Hufflepuff,8,False,
Fang,Sybill Trelawney,8,False,
Albus Dumbledore,William Weasley,8,True,4.0
Godric Gryffindor,Myrtle Warren,8,False,
Albus Dumbledore,Katie Bell,8,True,6.0
Fang,Tom Riddle,8,False,
Buckbeak,Colin Creevey,8,False,
Errol,Severus Snape,8,False,
Buckbeak,Hedwig,8,False,
Fred Weasley,Myrtle Warren,8,False,
Rowena Ravenclaw,Sorting Hat,8,True,5.0
Hermione Granger,William Weasley,8,True,4.0
Helga Hufflepuff,Sybill Trelawney,8,False,
Gringotts Head Goblin,Peter Pettigrew,8,False,
Cadogan,Draco Malfoy,8,False,
Albus Dumbledore,Merlin,8,True,5.0
Prime Minister,Seamus Finnigan,8,False,
Fang,Oliver Wood,8,False,
Dudley Dursley,Poppy Pomfrey,8,False,
Seamus Finnigan,Vernon Dursley,8,True,5.0
Albus Dumbledore,Millicent Bulstrode,8,False,
Albus Dumbledore,Angelina Johnson,8,True,5.0
George Weasley,Prime Minister,8,False,
Buckbeak,Rowena Ravenclaw,8,False,
Errol,Gilderoy Lockhart,8,False,
Errol,Ginevra Weasley,8,False,
Dudley Dursley,Severus Snape,8,False,
Errol,Godric Gryffindor,8,False,
Fang,Pomona Sprout,8,False,
Hedwig,Poppy Pomfrey,8,False,
Albus Dumbledore,Lucian Bole,8,False,
Helga Hufflepuff,Molly Weasley,8,False,
Fang,Molly Weasley,8,False,
Albus Dumbledore,Myrtle Warren,8,False,
George Weasley,James Potter I,8,False,
Cadogan,Rubeus Hagrid,8,False,
Rowena Ravenclaw,Vernon Dursley,8,False,
Fat Lady,Father Christmas,8,True,6.0
Ginevra Weasley,Peeves,8,False,
Alicia Spinnet,Charles Weasley,8,False,
Cadogan,Sirius Black,8,False,
Cadogan,Salazar Slytherin,8,False,
Errol,George Weasley,8,False,
Gringotts Head Goblin,Mrs Norris,8,False,
Albus Dumbledore,Cuthbert Binns,8,False,
Charles Weasley,Cornelius Fudge,8,False,
Buckbeak,Parvati Patil,8,False,
Cadogan,Remus Lupin,8,False,
Albus Dumbledore,Pansy Parkinson,8,True,5.0
Quirinus Quirrell,Sorting Hat,8,False,
Gregory Goyle,Nicolas Flamel,8,False,
Fat Lady,Ginevra Weasley,8,True,6.0
Gringotts Head Goblin,Lucius Malfoy,8,False,
Colin Creevey,Quirinus Quirrell,8,False,
Fat Lady,Sorting Hat,8,False,
Angelina Johnson,Vincent Crabbe,8,True,5.0
Peregrine Derrick,Ronald Weasley,8,False,
Crookshanks,Poppy Pomfrey,8,False,
Merlin,Tom Riddle,8,True,6.0
Crookshanks,Salazar Slytherin,8,False,
Dean Thomas,Peeves,8,False,
Percy Weasley,Prime Minister,8,True,4.0
Millicent Bulstrode,Remus Lupin,8,False,
Millicent Bulstrode,Rubeus Hagrid,8,False,
Millicent Bulstrode,Salazar Slytherin,8,False,
Millicent Bulstrode,Severus Snape,8,False,
Fawkes,Fred Weasley,8,False,
Cuthbert Binns,Draco Malfoy,8,False,
Filius Flitwick,Lily J. Potter,8,False,
Filius Flitwick,Lavender Brown,8,False,
Myrtle Warren,Neville Longbottom,8,False,
Merlin,Rubeus Hagrid,8,True,5.0
Filius Flitwick,Petunia Dursley,8,False,
Lucius Malfoy,Sybill Trelawney,8,False,
Crookshanks,Oliver Wood,8,False,
Draco Malfoy,Myrtle Warren,8,True,6.0
Draco Malfoy,Millicent Bulstrode,8,True,5.0
Marcus Flint,Peter Pettigrew,8,False,
Dean Thomas,Quirinus Quirrell,8,False,
Marcus Flint,Quirinus Quirrell,8,False,
Myrtle Warren,Salazar Slytherin,8,False,
Angelina Johnson,Rubeus Hagrid,8,True,5.0
Crookshanks,Fred Weasley,8,True,5.0
Peter Pettigrew,Pomona Sprout,8,False,
Myrtle Warren,Rubeus Hagrid,8,False,
Marcus Flint,Sorting Hat,8,False,
Angelina Johnson,Severus Snape,8,False,
Marcus Flint,Vernon Dursley,8,False,
Merlin,Minerva McGonagall,8,False,
Merlin,Neville Longbottom,8,True,5.0
Filius Flitwick,Hedwig,8,False,
Filius Flitwick,Gringotts Head Goblin,8,False,
Fawkes,George Weasley,8,False,
Draco Malfoy,Fawkes,8,False,
Molly Weasley,Quirinus Quirrell,8,False,
Dobby,Rowena Ravenclaw,8,False,
Cuthbert Binns,Severus Snape,8,True,5.0
Fawkes,Neville Longbottom,8,False,
Arthur Weasley,Charles Weasley,8,False,
Peeves,Pomona Sprout,8,False,
Arthur Weasley,Lee Jordan,8,False,
Dean Thomas,Fang,8,False,
Arthur Weasley,Hedwig,8,True,7.0
Dobby,Remus Lupin,8,False,
Arthur Weasley,Gregory Goyle,8,False,
Molly Weasley,William Weasley,8,True,4.0
Arthur Weasley,Filius Flitwick,8,False,
Dean Thomas,Ginevra Weasley,8,True,5.0
Parvati Patil,Poppy Pomfrey,8,False,
Arthur Weasley,Oliver Wood,8,False,
Molly Weasley,Prime Minister,8,False,
Peeves,Quirinus Quirrell,8,False,
Peeves,Tom Riddle,8,False,
Pansy Parkinson,Ronald Weasley,8,True,4.0
Cuthbert Binns,Godric Gryffindor,8,False,
Father Christmas,Hedwig,8,False,
Molly Weasley,Mrs Norris,8,False,
Father Christmas,Gringotts Head Goblin,8,False,
Arthur Weasley,Vincent Crabbe,8,False,
Peeves,Sybill Trelawney,8,False,
Arthur Weasley,Peter Pettigrew,8,False,
Peeves,Rowena Ravenclaw,8,False,
Fawkes,Severus Snape,8,True,6.0
Arthur Weasley,Remus Lupin,8,True,5.0
Mrs Norris,Peter Pettigrew,8,False,
Fawkes,Percy Weasley,8,False,
Cuthbert Binns,Rubeus Hagrid,8,False,
Cornelius Fudge,Sorting Hat,8,False,
Crookshanks,Filius Flitwick,8,False,
Lucius Malfoy,Sorting Hat,8,False,
Fluffy,George Weasley,8,False,
Fluffy,Justin Finch-Fletchley,8,False,
Dudley Dursley,Gregory Goyle,8,False,
Katie Bell,Percy Weasley,8,False,
Nicolas Flamel,Quirinus Quirrell,8,False,
Fluffy,Gringotts Head Goblin,8,False,
Dobby,Mrs Norris,8,True,4.0
Fluffy,Godric Gryffindor,8,False,
Fluffy,Fred Weasley,8,False,
Lee Jordan,Seamus Finnigan,8,False,
Argus Filch,Cuthbert Binns,8,False,
Colin Creevey,Peter Pettigrew,8,False,
Colin Creevey,Petunia Dursley,8,False,
Colin Creevey,Pomona Sprout,8,False,
Dudley Dursley,Godric Gryffindor,8,False,
Lee Jordan,Peter Pettigrew,8,False,
Father Christmas,Petunia Dursley,8,True,7.0
Pomona Sprout,Sorting Hat,8,False,
Pomona Sprout,Sybill Trelawney,8,True,5.0
Fat Lady,Mrs Norris,8,False,
Justin Finch-Fletchley,Sybill Trelawney,8,False,
James Potter I,Sybill Trelawney,8,False,
Fluffy,Seamus Finnigan,8,False,
Fluffy,Salazar Slytherin,8,False,
Justin Finch-Fletchley,Lucius Malfoy,8,False,
Fluffy,Remus Lupin,8,False,
Fat Lady,Justin Finch-Fletchley,8,False,
Fluffy,Peter Pettigrew,8,False,
Father Christmas,Mrs Norris,8,False,
Dobby,Marcus Flint,8,False,
Justin Finch-Fletchley,Peter Pettigrew,8,False,
Colin Creevey,Cornelius Fudge,8,False,
Justin Finch-Fletchley,Prime Minister,8,False,
Colin Creevey,Fang,8,False,
Colin Creevey,Fat Lady,8,False,
Justin Finch-Fletchley,Rowena Ravenclaw,8,False,
Colin Creevey,Seamus Finnigan,8,False,
Father Christmas,Peeves,8,False,
Lee Jordan,Vernon Dursley,8,False,
Cornelius Fudge,Dean Thomas,8,False,
Angelina Johnson,Helga Hufflepuff,8,False,
Angelina Johnson,Gregory Goyle,8,True,5.0
Cornelius Fudge,Peeves,8,False,
Cornelius Fudge,Parvati Patil,8,False,
Cornelius Fudge,Mrs Norris,8,False,
Fat Lady,Rowena Ravenclaw,8,False,
Cornelius Fudge,Hedwig,8,False,
Father Christmas,Pomona Sprout,8,False,
Neville Longbottom,Nicolas Flamel,8,False,
Dobby,Neville Longbottom,8,True,5.0
Lucian Bole,Percy Weasley,8,False,
Cornelius Fudge,Fluffy,8,False,
Petunia Dursley,Sirius Black,8,False,
Fat Lady,Pomona Sprout,8,False,
Dean Thomas,Gringotts Head Goblin,8,False,
Cornelius Fudge,Crookshanks,8,False,
Oliver Wood,Prime Minister,8,False,
Colin Creevey,Sorting Hat,8,True,4.0
Argus Filch,Crookshanks,8,False,
Dobby,Petunia Dursley,7,False,
Charles Weasley,Dobby,7,False,
Errol,Tom Riddle,7,False,
Dean Thomas,Pansy Parkinson,7,False,
Ginevra Weasley,Katie Bell,7,True,5.0
Dean Thomas,Rolanda Hooch,7,False,
Charles Weasley,Dudley Dursley,7,False,
Errol,Vernon Dursley,7,False,
Dean Thomas,Molly Weasley,7,True,7.0
Ginevra Weasley,Pomona Sprout,7,False,
Dobby,Filius Flitwick,7,False,
Ginevra Weasley,Prime Minister,7,False,
Ginevra Weasley,Lucian Bole,7,False,
Charles Weasley,Errol,7,False,
Errol,Oliver Wood,7,False,
Dobby,Lee Jordan,7,False,
Dean Thomas,Hedwig,7,False,
Father Christmas,Lucian Bole,7,False,
Dean Thomas,Lee Jordan,7,False,
Errol,Remus Lupin,7,False,
Dean Thomas,Rowena Ravenclaw,7,False,
Dobby,Dudley Dursley,7,False,
Father Christmas,Prime Minister,7,True,5.0
Fawkes,Filius Flitwick,7,False,
Dobby,Peter Pettigrew,7,False,
Father Christmas,James Potter I,7,True,7.0
Ginevra Weasley,Parvati Patil,7,True,5.0
Cedric Diggory,Percy Weasley,7,False,
Errol,Salazar Slytherin,7,False,
Dean Thomas,Pomona Sprout,7,False,
Adrian Pucey,Alicia Spinnet,7,True,5.0
Fang,Gringotts Head Goblin,7,False,
Errol,Peter Pettigrew,7,False,
Father Christmas,Katie Bell,7,False,
Cedric Diggory,Ronald Weasley,7,True,4.0
Errol,Minerva McGonagall,7,False,
Dean Thomas,Sorting Hat,7,False,
Fang,Peeves,7,False,
Dobby,Fang,7,False,
Errol,Molly Weasley,7,True,4.0
Fluffy,Sorting Hat,7,False,
Ginevra Weasley,Hedwig,7,True,5.0
Crookshanks,Fat Lady,7,False,
Dudley Dursley,Vincent Crabbe,7,False,
Draco Malfoy,Merlin,7,False,
Cornelius Fudge,Rolanda Hooch,7,True,5.0
Draco Malfoy,Penelope Clearwater,7,False,
Cornelius Fudge,Lee Jordan,7,False,
Cornelius Fudge,Helga Hufflepuff,7,False,
George Weasley,Nicolas Flamel,7,False,
Cornelius Fudge,Gringotts Head Goblin,7,False,
Cornelius Fudge,Cuthbert Binns,7,False,
George Weasley,Lily J. Potter,7,False,
Dudley Dursley,Filius Flitwick,7,False,
Colin Creevey,Sybill Trelawney,7,False,
Fat Lady,Parvati Patil,7,False,
Dudley Dursley,Ginevra Weasley,7,False,
Colin Creevey,Parvati Patil,7,True,5.0
Colin Creevey,Myrtle Warren,7,False,
Dudley Dursley,Oliver Wood,7,False,
Fluffy,Gregory Goyle,7,False,
Dudley Dursley,Neville Longbottom,7,False,
Fat Lady,Hedwig,7,False,
Fat Lady,Molly Weasley,7,False,
Fred Weasley,Nicolas Flamel,7,False,
Fluffy,Mrs Norris,7,False,
Fred Weasley,Millicent Bulstrode,7,False,
Fluffy,Oliver Wood,7,False,
Fred Weasley,Lily J. Potter,7,False,
Fluffy,Prime Minister,7,False,
Fluffy,Vincent Crabbe,7,False,
Fluffy,Vernon Dursley,7,False,
Crookshanks,Dean Thomas,7,False,
Gilderoy Lockhart,James Potter I,7,False,
Father Christmas,Fluffy,7,False,
Gilderoy Lockhart,Millicent Bulstrode,7,False,
Dobby,Quirinus Quirrell,7,False,
Dobby,Rolanda Hooch,7,False,
Ginevra Weasley,Gringotts Head Goblin,7,False,
Gilderoy Lockhart,William Weasley,7,False,
Cuthbert Binns,Vincent Crabbe,7,False,
Cuthbert Binns,Sirius Black,7,False,
Cuthbert Binns,Seamus Finnigan,7,False,
Fawkes,Rubeus Hagrid,7,False,
Charles Weasley,Lucian Bole,7,False,
Charles Weasley,Lucius Malfoy,7,False,
Dobby,Sirius Black,7,True,5.0
Dobby,Sybill Trelawney,7,False,
Cuthbert Binns,Gregory Goyle,7,False,
Cuthbert Binns,Ginevra Weasley,7,False,
Cuthbert Binns,Fred Weasley,7,True,5.0
Charles Weasley,Peeves,7,False,
Cuthbert Binns,Filius Flitwick,7,False,
Fang,Prime Minister,7,False,
Fluffy,Sybill Trelawney,7,False,
Charles Weasley,Quirinus Quirrell,7,False,
Filius Flitwick,Merlin,7,False,
Crookshanks,Seamus Finnigan,7,False,
Filius Flitwick,Nicolas Flamel,7,False,
Crookshanks,Peeves,7,False,
Charles Weasley,Sybill Trelawney,7,False,
Draco Malfoy,Lily J. Potter,7,False,
Filius Flitwick,Walden Macnair,7,True,7.0
Crookshanks,George Weasley,7,True,5.0
Gilderoy Lockhart,Nicolas Flamel,7,False,
Dobby,Hedwig,7,True,5.0
Fang,Justin Finch-Fletchley,7,False,
Godric Gryffindor,Lavender Brown,7,True,4.0
Arthur Weasley,Seamus Finnigan,7,False,
Marcus Flint,Peeves,7,False,
Marcus Flint,Pomona Sprout,7,False,
Merlin,Percy Weasley,7,True,5.0
Merlin,Poppy Pomfrey,7,False,
Merlin,Sirius Black,7,True,5.0
Cedric Diggory,Father Christmas,7,False,
Minerva McGonagall,Nicolas Flamel,7,False,
Minerva McGonagall,Pansy Parkinson,7,True,5.0
Minerva McGonagall,Penelope Clearwater,7,False,
Minerva McGonagall,Peregrine Derrick,7,False,
Minerva McGonagall,Walden Macnair,7,False,
Minerva McGonagall,William Weasley,7,True,6.0
Molly Weasley,Rolanda Hooch,7,False,
Lucius Malfoy,Quirinus Quirrell,7,False,
Arthur Weasley,Marcus Flint,7,False,
Molly Weasley,Sorting Hat,7,False,
Arthur Weasley,Helga Hufflepuff,7,False,
Molly Weasley,Walden Macnair,7,False,
Arthur Weasley,Father Christmas,7,True,6.0
Mrs Norris,Myrtle Warren,7,False,
Mrs Norris,Nicolas Flamel,7,False,
Mrs Norris,Parvati Patil,7,False,
Arthur Weasley,Buckbeak,7,False,
Mrs Norris,Rowena Ravenclaw,7,False,
Mrs Norris,Sybill Trelawney,7,False,
Myrtle Warren,Remus Lupin,7,False,
Marcus Flint,Millicent Bulstrode,7,False,
Lucius Malfoy,Pomona Sprout,7,False,
Neville Longbottom,Petunia Dursley,7,False,
Katie Bell,Severus Snape,7,True,6.0
Helga Hufflepuff,Lucian Bole,7,False,
Helga Hufflepuff,Lucius Malfoy,7,False,
Helga Hufflepuff,Peregrine Derrick,7,False,
Helga Hufflepuff,Peter Pettigrew,7,False,
James Potter I,Molly Weasley,7,True,5.0
James Potter I,Salazar Slytherin,7,True,7.0
James Potter I,Seamus Finnigan,7,False,
Justin Finch-Fletchley,Molly Weasley,7,False,
Justin Finch-Fletchley,Petunia Dursley,7,False,
Justin Finch-Fletchley,Quirinus Quirrell,7,False,
Justin Finch-Fletchley,Rolanda Hooch,7,False,
Katie Bell,Rubeus Hagrid,7,True,5.0
Katie Bell,Vincent Crabbe,7,False,
Lucius Malfoy,Parvati Patil,7,False,
Lavender Brown,Salazar Slytherin,7,False,
Lavender Brown,Vincent Crabbe,7,False,
Lee Jordan,Peeves,7,False,
Lee Jordan,Penelope Clearwater,7,False,
Lee Jordan,Remus Lupin,7,True,7.0
Lee Jordan,Sorting Hat,7,False,
Lily J. Potter,Neville Longbottom,7,True,6.0
Lily J. Potter,Poppy Pomfrey,7,False,
Lucian Bole,Rubeus Hagrid,7,False,
Lucian Bole,Severus Snape,7,False,
Lucian Bole,Vincent Crabbe,7,True,5.0
Lucius Malfoy,Merlin,7,False,
Myrtle Warren,Severus Snape,7,True,6.0
Neville Longbottom,Walden Macnair,7,False,
Hedwig,Rowena Ravenclaw,7,False,
Quirinus Quirrell,Rowena Ravenclaw,7,False,
Petunia Dursley,Vincent Crabbe,7,False,
Alicia Spinnet,Sirius Black,7,False,
Pomona Sprout,Prime Minister,7,False,
Alicia Spinnet,Neville Longbottom,7,False,
Pomona Sprout,Vernon Dursley,7,False,
Alicia Spinnet,Filius Flitwick,7,True,5.0
Alicia Spinnet,Colin Creevey,7,True,5.0
Alicia Spinnet,Argus Filch,7,False,
Poppy Pomfrey,Walden Macnair,7,False,
Prime Minister,Quirinus Quirrell,7,False,
Prime Minister,Vernon Dursley,7,False,
Prime Minister,Walden Macnair,7,False,
Remus Lupin,Walden Macnair,7,False,
Angelina Johnson,Charles Weasley,7,False,
Albus Dumbledore,Peregrine Derrick,7,False,
Albus Dumbledore,Penelope Clearwater,7,False,
Albus Dumbledore,Cedric Diggory,7,True,4.0
Rubeus Hagrid,William Weasley,7,True,4.0
Salazar Slytherin,William Weasley,7,False,
Adrian Pucey,Salazar Slytherin,7,True,5.0
Severus Snape,Walden Macnair,7,False,
Adrian Pucey,Marcus Flint,7,False,
Sorting Hat,Vernon Dursley,7,False,
Tom Riddle,Walden Macnair,7,True,5.0
Tom Riddle,William Weasley,7,True,4.0
Vernon Dursley,William Weasley,7,False,
Alicia Spinnet,Tom Riddle,7,False,
Angelina Johnson,Father Christmas,7,False,
Nicolas Flamel,Percy Weasley,7,False,
Pansy Parkinson,Rubeus Hagrid,7,True,4.0
Nicolas Flamel,Pomona Sprout,7,False,
Nicolas Flamel,Poppy Pomfrey,7,False,
Nicolas Flamel,Remus Lupin,7,False,
Nicolas Flamel,Salazar Slytherin,7,False,
Nicolas Flamel,Sirius Black,7,False,
Nicolas Flamel,Vincent Crabbe,7,False,
Argus Filch,James Potter I,7,False,
Oliver Wood,Pansy Parkinson,7,False,
Oliver Wood,Petunia Dursley,7,False,
Argus Filch,Errol,7,False,
Argus Filch,Cadogan,7,False,
Pansy Parkinson,Remus Lupin,7,False,
Pansy Parkinson,Severus Snape,7,True,4.0
Peter Pettigrew,Walden Macnair,7,False,
Parvati Patil,Peeves,7,False,
Parvati Patil,Pomona Sprout,7,False,
Parvati Patil,Rolanda Hooch,7,False,
Parvati Patil,Rowena Ravenclaw,7,True,4.0
Parvati Patil,Sorting Hat,7,False,
Penelope Clearwater,Salazar Slytherin,7,False,
Percy Weasley,Peregrine Derrick,7,False,
Peregrine Derrick,Rowena Ravenclaw,7,False,
Peter Pettigrew,Petunia Dursley,7,False,
Peter Pettigrew,Rolanda Hooch,7,False,
Angelina Johnson,Percy Weasley,7,False,
Angelina Johnson,Gilderoy Lockhart,7,False,
Hedwig,Vincent Crabbe,7,False,
Millicent Bulstrode,Minerva McGonagall,7,False,
Gringotts Head Goblin,Parvati Patil,7,False,
Cadogan,Filius Flitwick,7,False,
Godric Gryffindor,Penelope Clearwater,7,False,
Buckbeak,Fat Lady,7,False,
Gregory Goyle,Lucian Bole,7,True,5.0
Godric Gryffindor,Nicolas Flamel,7,False,
Gringotts Head Goblin,Justin Finch-Fletchley,7,False,
Gringotts Head Goblin,Pomona Sprout,7,False,
Cadogan,Oliver Wood,7,False,
Godric Gryffindor,William Weasley,7,True,4.0
Gregory Goyle,Lavender Brown,7,True,6.0
Buckbeak,Dobby,7,False,
Gringotts Head Goblin,Marcus Flint,7,False,
Buckbeak,Gringotts Head Goblin,7,False,
Cadogan,Peter Pettigrew,7,False,
Gringotts Head Goblin,Sybill Trelawney,7,False,
Gringotts Head Goblin,Poppy Pomfrey,7,False,
Buckbeak,Mrs Norris,7,False,
Cadogan,Gilderoy Lockhart,7,False,
Gregory Goyle,Hedwig,7,False,
Buckbeak,Prime Minister,7,True,4.0
Hedwig,Pomona Sprout,7,False,
Godric Gryffindor,Merlin,7,False,
Cedric Diggory,Draco Malfoy,7,True,4.0
Buckbeak,Quirinus Quirrell,7,False,
Godric Gryffindor,Lily J. Potter,7,True,7.0
Buckbeak,Peeves,7,False,
Gregory Goyle,Katie Bell,7,True,5.0
Cadogan,Fred Weasley,7,False,
Buckbeak,Walden Macnair,6,True,5.0
Myrtle Warren,Vincent Crabbe,6,True,6.0
Nicolas Flamel,Oliver Wood,6,False,
Cuthbert Binns,Sybill Trelawney,6,True,5.0
Myrtle Warren,Tom Riddle,6,False,
Myrtle Warren,Sirius Black,6,False,
Buckbeak,Vernon Dursley,6,False,
Dean Thomas,Prime Minister,6,False,
Myrtle Warren,Poppy Pomfrey,6,False,
Nicolas Flamel,Peter Pettigrew,6,False,
Mrs Norris,Vernon Dursley,6,False,
Charles Weasley,Mrs Norris,6,False,
Dean Thomas,Millicent Bulstrode,6,False,
Myrtle Warren,Oliver Wood,6,False,
Father Christmas,Nicolas Flamel,6,False,
Father Christmas,Peregrine Derrick,6,False,
Gringotts Head Goblin,Molly Weasley,6,False,
Oliver Wood,William Weasley,6,True,7.0
Oliver Wood,Walden Macnair,6,False,
Argus Filch,Dudley Dursley,6,False,
Argus Filch,Fawkes,6,False,
Charles Weasley,Gringotts Head Goblin,6,False,
Father Christmas,Lavender Brown,6,True,6.0
Oliver Wood,Penelope Clearwater,6,False,
Gringotts Head Goblin,Hedwig,6,False,
Dobby,Justin Finch-Fletchley,6,False,
Nicolas Flamel,Tom Riddle,6,False,
Dobby,Gringotts Head Goblin,6,False,
Argus Filch,Lucian Bole,6,False,
Argus Filch,Merlin,6,True,4.0
Dobby,Fluffy,6,False,
Argus Filch,Pansy Parkinson,6,False,
Dobby,Firenze,6,False,
Charles Weasley,Justin Finch-Fletchley,6,False,
Nicolas Flamel,Seamus Finnigan,6,False,
Charles Weasley,Katie Bell,6,False,
Mrs Norris,Rolanda Hooch,6,False,
Argus Filch,Walden Macnair,6,False,
Dean Thomas,Merlin,6,False,
Dean Thomas,James Potter I,6,True,6.0
Mrs Norris,Prime Minister,6,False,
Cuthbert Binns,Pomona Sprout,6,False,
Cuthbert Binns,Peter Pettigrew,6,False,
Cuthbert Binns,Percy Weasley,6,True,4.0
Cuthbert Binns,Peeves,6,False,
Cuthbert Binns,Parvati Patil,6,True,5.0
Fawkes,Rowena Ravenclaw,6,False,
Arthur Weasley,Quirinus Quirrell,6,False,
Fawkes,Seamus Finnigan,6,False,
Arthur Weasley,Rolanda Hooch,6,False,
Fawkes,Sirius Black,6,True,4.0
Fawkes,Vernon Dursley,6,False,
Fawkes,Vincent Crabbe,6,False,
Filius Flitwick,Firenze,6,False,
Cuthbert Binns,Justin Finch-Fletchley,6,False,
Arthur Weasley,Sorting Hat,6,False,
Arthur Weasley,Sybill Trelawney,6,False,
Molly Weasley,Myrtle Warren,6,False,
Minerva McGonagall,Rosmerta,6,True,6.0
Cuthbert Binns,George Weasley,6,False,
Bane,Cornelius Fudge,6,False,
Bane,Dobby,6,False,
Bane,Draco Malfoy,6,False,
Buckbeak,Millicent Bulstrode,6,False,
Gilderoy Lockhart,Pansy Parkinson,6,False,
Fawkes,Poppy Pomfrey,6,False,
Molly Weasley,Peeves,6,False,
Fawkes,Gregory Goyle,6,False,
Molly Weasley,Penelope Clearwater,6,False,
Buckbeak,Rolanda Hooch,6,False,
Arthur Weasley,Dean Thomas,6,False,
Arthur Weasley,Dudley Dursley,6,False,
Arthur Weasley,Fang,6,False,
Charles Weasley,Parvati Patil,6,False,
Gringotts Head Goblin,Prime Minister,6,False,
Arthur Weasley,Fawkes,6,False,
Dean Thomas,Fluffy,6,False,
Fawkes,Lucius Malfoy,6,False,
Fawkes,Molly Weasley,6,False,
Charles Weasley,Peregrine Derrick,6,False,
Dean Thomas,Fat Lady,6,False,
Buckbeak,Petunia Dursley,6,False,
Fawkes,Mrs Norris,6,False,
Dean Thomas,Dudley Dursley,6,False,
Dean Thomas,Dobby,6,True,7.0
Gilderoy Lockhart,Penelope Clearwater,6,False,
Molly Weasley,Rosmerta,6,False,
Cuthbert Binns,Tom Riddle,6,False,
Cuthbert Binns,Sorting Hat,6,False,
Arthur Weasley,Mrs Norris,6,False,
Molly Weasley,Pomona Sprout,6,False,
Cuthbert Binns,Salazar Slytherin,6,False,
Cadogan,George Weasley,6,False,
Father Christmas,Fawkes,6,False,
Cadogan,Ginevra Weasley,6,False,
Fang,Sorting Hat,6,False,
Errol,Gregory Goyle,6,False,
Godric Gryffindor,Walden Macnair,6,False,
Graham Montague,Harry Potter,6,True,5.0
Errol,Filius Flitwick,6,False,
Errol,Father Christmas,6,False,
Rosmerta,Severus Snape,6,False,
Fang,Rolanda Hooch,6,False,
Fang,Rowena Ravenclaw,6,False,
Albus Dumbledore,Rosmerta,6,True,4.0
Rolanda Hooch,Vernon Dursley,6,False,
Rolanda Hooch,Sorting Hat,6,False,
Remus Lupin,Rosmerta,6,False,
Cadogan,Gregory Goyle,6,False,
Graham Montague,Marcus Flint,6,False,
Dudley Dursley,Sybill Trelawney,6,False,
Dudley Dursley,Sirius Black,6,True,5.0
Graham Montague,Oliver Wood,6,False,
Prime Minister,Vincent Crabbe,6,False,
Fang,Walden Macnair,6,False,
Prime Minister,Sorting Hat,6,False,
Fat Lady,Fluffy,6,False,
Dudley Dursley,Remus Lupin,6,False,
Prime Minister,Rowena Ravenclaw,6,False,
Prime Minister,Rosmerta,6,False,
Salazar Slytherin,Walden Macnair,6,False,
Seamus Finnigan,Walden Macnair,6,False,
Fang,Parvati Patil,6,False,
Godric Gryffindor,Pansy Parkinson,6,True,5.0
Adrian Pucey,Angelina Johnson,6,True,5.0
Fang,Fat Lady,6,False,
Fang,Father Christmas,6,False,
Errol,Seamus Finnigan,6,False,
Sybill Trelawney,Walden Macnair,6,False,
Adrian Pucey,Draco Malfoy,6,False,
Errol,Quirinus Quirrell,6,False,
Fang,Fluffy,6,False,
Cedric Diggory,Lucian Bole,6,False,
Adrian Pucey,Helga Hufflepuff,6,False,
Adrian Pucey,Hermione Granger,6,False,
Adrian Pucey,Lucian Bole,6,False,
Godric Gryffindor,Millicent Bulstrode,6,False,
Adrian Pucey,Minerva McGonagall,6,False,
Adrian Pucey,Percy Weasley,6,False,
